FACILITY_NAME,FACILITY_ID,USER_EMAIL,USER_ACTUAL_COMPANY_NAME,USER_ACTUAL_COMPANY_ID,USER_SCAC,USER_DATA
8300 Haskell Ave,Rk1fNjA1ODI4,invitevivin003@mailinator.com,Carrier sera 123,carrier-sera-297,[],"{'id': 27859, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera-297', 'actual_company_name': 'Carrier sera 123', 'fm_user_id': 'cf9sqqv0t2bd36bvlpvg', 'email': 'invitevivin003@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-01-27T13:11:07.750151Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-01-27T13:11:07.750152Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite1344444@mailinator.com,selfsigntest134444,selfsigntest134444,,"{'id': 32201, 'company_id': 'shipper-sera', 'actual_company_id': 'selfsigntest134444', 'actual_company_name': 'selfsigntest134444', 'fm_user_id': 'chusqmiend1p96cq89k0', 'email': 'invite1344444@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': None, 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-06-05T11:56:10.842143Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-06-05T12:01:04.652663Z', 'last_updated_by': 'fname-lname-7943', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,carrierusertest100@gmail.com,Carrier sera,carrier-sera,,"{'id': 29347, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cg3ireuham3sdplpsp40', 'email': 'carrierusertest100@gmail.com', 'name': 'carrier user test', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': None, 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-03-07T12:27:39.459203Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-16T04:24:49.056754Z', 'last_updated_by': 'carrierusertest', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,testusercreate@mailinator.com,testusercreate,testusercreate,[],"{'id': 29492, 'company_id': 'shipper-sera', 'actual_company_id': 'testusercreate', 'actual_company_name': 'testusercreate', 'fm_user_id': 'cg5jasuham3qjq0rsf8g', 'email': 'testusercreate@mailinator.com', 'name': 'test user', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-10T13:49:39.893903Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-10T13:49:39.893903Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite5678@mailinator.com,test user 1233,test-user-1233,[],"{'id': 30695, 'company_id': 'shipper-sera', 'actual_company_id': 'test-user-1233', 'actual_company_name': 'test user 1233', 'fm_user_id': 'cgj6tj6ham3sf7ct9j3g', 'email': 'invite5678@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-11T00:15:32.419637Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-11T00:15:32.419637Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite657876578@mail.com,testcompany65789,testcompany65789,[],"{'id': 30696, 'company_id': 'shipper-sera', 'actual_company_id': 'testcompany65789', 'actual_company_name': 'testcompany65789', 'fm_user_id': 'cgqc90mham3sf7d1gmq0', 'email': 'invite657876578@mail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-11T02:22:58.236291Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-11T02:22:58.236291Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,testuserfornotification1@yopmail.com,Carrier sera,carrier-sera,[],"{'id': 30697, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cgqf32uham3sf7d1hqtg', 'email': 'testuserfornotification1@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-11T05:35:07.073417Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-11T05:35:07.073417Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,testuserfornotification2@yopmail.com,Carrier sera,carrier-sera,[],"{'id': 30698, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cgqf3seham3sf7d1hrb0', 'email': 'testuserfornotification2@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-11T05:36:49.864846Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-11T05:36:49.864846Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,testuser87887@yopmail.com,Carrier sera,carrier-sera,,"{'id': 30699, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cgqkj7mham3sf7d1kn3g', 'email': 'testuser87887@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': None, 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-04-11T11:50:54.941262Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-11T11:54:40.715034Z', 'last_updated_by': 'fname-lname-1483', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,test456780989@mailinator.com,Carrier sera,carrier-sera,[],"{'id': 29699, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cg9b39mham3osn5hebkg', 'email': 'test456780989@mailinator.com', 'name': 'test test45678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-16T06:05:26.455018Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-16T06:05:26.455018Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite678@mailinator.com,Carrier sera,carrier-sera,[],"{'id': 30734, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cgr7t6uham3sf7d21nk0', 'email': 'invite678@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-12T09:49:15.348721Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-12T09:49:15.348721Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite56789@mailinator.com,PINNACLE LOGISTICS SOLUTIONS,pinnacle-logistics-solutions,[],"{'id': 30735, 'company_id': 'shipper-sera', 'actual_company_id': 'pinnacle-logistics-solutions', 'actual_company_name': 'PINNACLE LOGISTICS SOLUTIONS', 'fm_user_id': 'cgr7tceham3sf7d21np0', 'email': 'invite56789@mailinator.com', 'name': 'FNAME LNAME', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-12T09:49:37.37363Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-12T09:49:37.37363Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invitr7689@mailiantor.com,ASDEL LOGISTICS,asdel-logistics,[],"{'id': 30736, 'company_id': 'shipper-sera', 'actual_company_id': 'asdel-logistics', 'actual_company_name': 'ASDEL LOGISTICS', 'fm_user_id': 'cgr7u1uham3sf7d21o40', 'email': 'invitr7689@mailiantor.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-12T09:51:03.773699Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-12T09:51:03.773699Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite678@mailin.com,TESTCOMPANY,testcompany-7833,[],"{'id': 30737, 'company_id': 'shipper-sera', 'actual_company_id': 'testcompany-7833', 'actual_company_name': 'TESTCOMPANY', 'fm_user_id': 'cgr7uf6ham3sf7d21oc0', 'email': 'invite678@mailin.com', 'name': 'FNAME LNAME', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-12T09:51:56.809334Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-12T09:51:56.809335Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invitevivin002@mailinator.com,testsignuptest,testsignuptest,,"{'id': 27857, 'company_id': 'shipper-sera', 'actual_company_id': 'testsignuptest', 'actual_company_name': 'testsignuptest', 'fm_user_id': 'cf9sq0n0t2bd36bvlpc0', 'email': 'invitevivin002@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': None, 'carrier_type': 'CPU', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-01-27T13:09:22.821775Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T10:32:34.429655Z', 'last_updated_by': 'vaijayanthi-a', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite778787@mailinator.com,Carrier sera,carrier-sera,[],"{'id': 30182, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cgi1squham3osn5mqja0', 'email': 'invite778787@mailinator.com', 'name': 'test76 test6', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T11:18:03.868802Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T11:18:03.868802Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite756867@mailinator.com,Carrier sera,carrier-sera,[],"{'id': 30183, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cgi1u3mham3osn5mqk10', 'email': 'invite756867@mailinator.com', 'name': 'test5678 test678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T11:20:46.4725Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T11:20:46.4725Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite756867666@mailinator.com,4A IZAGUIRRES TRUCKING LLC,4a-izaguirres-trucking-llc,[],"{'id': 30184, 'company_id': 'shipper-sera', 'actual_company_id': '4a-izaguirres-trucking-llc', 'actual_company_name': '4A IZAGUIRRES TRUCKING LLC', 'fm_user_id': 'cgi1v2mham3osn5mqkng', 'email': 'invite756867666@mailinator.com', 'name': 'test5678 test678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T11:22:50.532223Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T11:22:50.532224Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite76887@mailinator.com,abcd,abcd-1826,[],"{'id': 30185, 'company_id': 'shipper-sera', 'actual_company_id': 'abcd-1826', 'actual_company_name': 'abcd', 'fm_user_id': 'cgi22suham3osn5mqn7g', 'email': 'invite76887@mailinator.com', 'name': 'test879 test678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T11:30:59.531209Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T11:30:59.531209Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite6787@mailinator.com,TESTERMAN BUS SERVICE,testerman-bus-service,[],"{'id': 30186, 'company_id': 'shipper-sera', 'actual_company_id': 'testerman-bus-service', 'actual_company_name': 'TESTERMAN BUS SERVICE', 'fm_user_id': 'cgi23cmham3osn5mqnh0', 'email': 'invite6787@mailinator.com', 'name': 'invite test876', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T11:32:02.194393Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T11:32:02.194393Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite755555@mailinator.com,test789,test789,[],"{'id': 30187, 'company_id': 'shipper-sera', 'actual_company_id': 'test789', 'actual_company_name': 'test789', 'fm_user_id': 'cgi26eeham3osn5mqp3g', 'email': 'invite755555@mailinator.com', 'name': 'test5678 test678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T11:38:33.557676Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T11:38:33.557676Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite7555556578@mailinator.com,test78965789,test78965789,[],"{'id': 30188, 'company_id': 'shipper-sera', 'actual_company_id': 'test78965789', 'actual_company_name': 'test78965789', 'fm_user_id': 'cgi2houham3osn5mr22g', 'email': 'invite7555556578@mailinator.com', 'name': 'test5678 test678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-29T12:02:43.933034Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-29T12:02:43.933034Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite67890@yopmail.com,PR TRANSPORT,pr-transport,[],"{'id': 30286, 'company_id': 'shipper-sera', 'actual_company_id': 'pr-transport', 'actual_company_name': 'PR TRANSPORT', 'fm_user_id': 'cgjcvhuham3sf7cte3fg', 'email': 'invite67890@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-03-31T12:19:19.420134Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-03-31T12:19:19.420134Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invit354676@yopmail.com,selfsignupv260036_044793,selfsignupv260036044793,[],"{'id': 30485, 'company_id': 'shipper-sera', 'actual_company_id': 'selfsignupv260036044793', 'actual_company_name': 'selfsignupv260036_044793', 'fm_user_id': 'cgmigtuham3sf7cvc3tg', 'email': 'invit354676@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-05T07:51:19.369386Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-05T07:51:19.369387Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite465787@mail.com,c,c,[],"{'id': 30486, 'company_id': 'shipper-sera', 'actual_company_id': 'c', 'actual_company_name': 'c', 'fm_user_id': 'cgmikn6ham3sf7cvc5gg', 'email': 'invite465787@mail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-05T07:59:24.547889Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-05T07:59:24.547889Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite789@mail.com,TTL - TORONTO TANK LINES,ttl-toronto-tank-lines,[],"{'id': 30487, 'company_id': 'shipper-sera', 'actual_company_id': 'ttl-toronto-tank-lines', 'actual_company_name': 'TTL - TORONTO TANK LINES', 'fm_user_id': 'cgmio3mham3sf7cvc6ug', 'email': 'invite789@mail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-05T08:06:38.133583Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-05T08:06:38.133583Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite6578@mail.com,TTL - TORONTO TANK LINES,ttl-toronto-tank-lines,[],"{'id': 30488, 'company_id': 'shipper-sera', 'actual_company_id': 'ttl-toronto-tank-lines', 'actual_company_name': 'TTL - TORONTO TANK LINES', 'fm_user_id': 'cgmiopmham3sf7cvc7a0', 'email': 'invite6578@mail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-05T08:08:06.508952Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-05T08:08:06.508953Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite789567@mail.com,SMARTESTTRUCKING,smartesttrucking,[],"{'id': 30489, 'company_id': 'shipper-sera', 'actual_company_id': 'smartesttrucking', 'actual_company_name': 'SMARTESTTRUCKING', 'fm_user_id': 'cgmjl06ham3sf7cvcimg', 'email': 'invite789567@mail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-05T09:08:16.706952Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-05T09:08:16.706952Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite57689@yopmail.com,JDB LOGISTICS,jdb-logistics,[],"{'id': 30524, 'company_id': 'shipper-sera', 'actual_company_id': 'jdb-logistics', 'actual_company_name': 'JDB LOGISTICS', 'fm_user_id': 'cgn4ehuham3sf7cvn9sg', 'email': 'invite57689@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T04:15:03.934066Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T04:15:03.934066Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite657@yopmail.com,selfsignupv263858_546785,selfsignupv263858546785,[],"{'id': 30525, 'company_id': 'shipper-sera', 'actual_company_id': 'selfsignupv263858546785', 'actual_company_name': 'selfsignupv263858_546785', 'fm_user_id': 'cgn4ev6ham3sf7cvna4g', 'email': 'invite657@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T04:15:56.423859Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T04:15:56.42386Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite6576898@yopmail.com,Not Specified,carrier-sera-2247,[],"{'id': 30526, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera-2247', 'actual_company_name': 'Not Specified', 'fm_user_id': 'cgn4ocmham3sf7cvndvg', 'email': 'invite6576898@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T04:36:02.028296Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T04:36:02.028296Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite5678@yopmail.com,ALL WAYS TRUCKING LLC,all-ways-trucking-llc,[],"{'id': 30527, 'company_id': 'shipper-sera', 'actual_company_id': 'all-ways-trucking-llc', 'actual_company_name': 'ALL WAYS TRUCKING LLC', 'fm_user_id': 'cgn4ui6ham3sf7cvngh0', 'email': 'invite5678@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T04:49:12.083931Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T04:49:12.083931Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite76890@mailinator.com,CROWN ROADLINE INC,crown-roadline-inc,[],"{'id': 30528, 'company_id': 'shipper-sera', 'actual_company_id': 'crown-roadline-inc', 'actual_company_name': 'CROWN ROADLINE INC', 'fm_user_id': 'cgn4vk6ham3sf7cvnh10', 'email': 'invite76890@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T04:51:28.761744Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T04:51:28.761745Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,inite5678@yopmail.com,Carrier sera 123,carrier-sera-297,[],"{'id': 30529, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera-297', 'actual_company_name': 'Carrier sera 123', 'fm_user_id': 'cgn50buham3sf7cvnhd0', 'email': 'inite5678@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T04:53:03.378157Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T04:53:03.378157Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite6789@yopmail.com,FK TRANSPORTATION,fk-transportation,[],"{'id': 30530, 'company_id': 'shipper-sera', 'actual_company_id': 'fk-transportation', 'actual_company_name': 'FK TRANSPORTATION', 'fm_user_id': 'cgn5khmham3sf7cvnr90', 'email': 'invite6789@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': [], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-04-06T05:36:06.499214Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-04-06T05:36:06.499214Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
