FACILITY_NAME,FACILITY_ID,USER_EMAIL,USER_ACTUAL_COMPANY_NAME,USER_ACTUAL_COMPANY_ID,USER_SCAC,USER_DATA
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,carriersera@mailinator.com,Carrier sera,carrier-sera,['SERASCAC'],"{'id': 37221, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': ['SERASCAC'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-11-07T04:41:48.654877Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:23.108518Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,fwkdtest001@yopmail.com,Shipper Sera 2,shipper-sera-2,['TRY'],"{'id': 42929, 'company_id': 'shipper-sera', 'actual_company_id': 'shipper-sera-2', 'actual_company_name': 'Shipper Sera 2', 'fm_user_id': 'co7u3vtsa9kvl5nd6vmg', 'email': 'fwkdtest001@yopmail.com', 'name': 'fwkdtest00123', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': ['TRY'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-05T11:35:27.906802Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-12T07:44:33.140611Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': 'ashok', 'customer_id_permalink': 'shipper-sera-custnewship', 'customer_name': 'CustNewShip'}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,carriersera@yopmail.com,Carrier sera,carrier-sera,"['SCAC1', 'SCAC', 'NEWSCAC', 'ARUN', 'KARTHI', 'ARUNKARTHI', '2345678']","{'id': 37319, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cka28p42c0mqhcs9qm8g', 'email': 'carriersera@yopmail.com', 'name': 'carrier sera YOP mail', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': ['SCAC1', 'SCAC', 'NEWSCAC', 'ARUN', 'KARTHI', 'ARUNKARTHI', '2345678'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2024-04-24T09:09:24.557554Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
1-Ayman's Facility - mat but no prod,Rk1fNTMyMzU=,all@mailinator.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360']","{'id': 43369, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cddm3bvn1jta25t2tdg0', 'email': 'all@mailinator.com', 'name': 'all user', 'roles': [{'id': '4879', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2024-04-18T12:11:25.024238Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:25.868848Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Facility stop 1 - Omaha,Rk1fNjA1ODI3,carriersera@mailinator.com,Carrier sera,carrier-sera,['SERASCAC'],"{'id': 37549, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c236qndlc538mj46dua0', 'email': 'carriersera@mailinator.com', 'name': 'carrier-sera', 'roles': [{'id': '8464', 'name': 'Guest'}], 'scac': ['SERASCAC'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-11-13T06:30:11.544351Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:27.406649Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
Facility stop 1 - Omaha,Rk1fNjA1ODI3,rakshanafk@gmail.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360']","{'id': 35704, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c6f1n8u8g29dgt6lu9gg', 'email': 'rakshanafk@gmail.com', 'name': 'rakshana fk', 'roles': [{'id': '8464', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-10-05T03:41:46.48728Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-24T09:09:29.030193Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite00123@mailinator.com,test568790,test568790,['iuujnijin'],"{'id': 26315, 'company_id': 'shipper-sera', 'actual_company_id': 'test568790', 'actual_company_name': 'test568790', 'fm_user_id': 'ce7kj8vn1jtfvatsp310', 'email': 'invite00123@mailinator.com', 'name': 'test t5678', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['iuujnijin'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-12-06T13:54:43.816812Z', 'created_by': 'dc-manager', 'last_updated_at': '2024-04-23T07:34:35.864747Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivintesting1530@mailinator.com,vivinselfsignup12334,vivinselfsignup12334,['234'],"{'id': 25989, 'company_id': 'shipper-sera', 'actual_company_id': 'vivinselfsignup12334', 'actual_company_name': 'vivinselfsignup12334', 'fm_user_id': 'cdqut0vn1jtd2sjqci6g', 'email': 'vivintesting1530@mailinator.com', 'name': 'Vivin Test123', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['234'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-17T08:19:15.282257Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-12-09T14:58:47.84197Z', 'last_updated_by': 'rakshana', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,amdemobrokeruser@mailinator.com,AM Demo Broker,am-demo-broker,"['567', '234']","{'id': 14203, 'company_id': 'shipper-sera', 'actual_company_id': 'am-demo-broker', 'actual_company_name': 'AM Demo Broker', 'fm_user_id': 'c7j5i3fgaqeovs6juvug', 'email': 'amdemobrokeruser@mailinator.com', 'name': 'adfasdfg asdfasdfg', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['567', '234'], 'carrier_type': 'CPU', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-01-18T06:07:09.37866Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-12-12T05:57:36.777591Z', 'last_updated_by': 'vaijayanthi-a', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivinduplicatecompanynewuser2@mailinator.com,Vivin Original Company,vivin-original-company,['VDCNU2'],"{'id': 26102, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdv247fn1jtd2sjsp72g', 'email': 'vivinduplicatecompanynewuser2@mailinator.com', 'name': 'Vivinduplicatecompany Newuser2', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['VDCNU2'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-23T13:37:33.46828Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-23T20:25:04.564834Z', 'last_updated_by': 'vivinduplicatecompany-newuser-4', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,jbhunt@mailinator.com,JB Hunt,jb-hunt,"['JBH', '67']","{'id': 26370, 'company_id': 'shipper-sera', 'actual_company_id': 'jb-hunt', 'actual_company_name': 'JB Hunt', 'fm_user_id': 'ce9djs7n1jta1i2chgn0', 'email': 'jbhunt@mailinator.com', 'name': 'JBHunt User', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['JBH', '67'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-12-09T06:47:12.745619Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-12-21T03:42:40.234173Z', 'last_updated_by': 'rakshana', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivinduplicatecompany1@mailinator.com,Vivin Original Company,vivin-original-company,['VDCU1'],"{'id': 25712, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdh0pmvn1jt93kntmi0g', 'email': 'vivinduplicatecompany1@mailinator.com', 'name': 'VivinDuplicateCompany User1', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['VDCU1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-02T06:23:23.84676Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-02T11:45:40.855818Z', 'last_updated_by': 'vivin-venkateshwaran', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivinduplicatecompany2@mailinator.com,Vivin Original Company,vivin-original-company,['VDCU2'],"{'id': 25713, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdh0qr7n1jt93kntmihg', 'email': 'vivinduplicatecompany2@mailinator.com', 'name': 'VivinDuplicateCompany User2', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['VDCU2'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-02T06:25:48.321523Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-02T11:45:13.338962Z', 'last_updated_by': 'vivin-venkateshwaran', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivinoriginalcompany1@mailinator.com,Vivin Original Company,vivin-original-company,['VOCU1'],"{'id': 25710, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdh0o17n1jt93kntmh60', 'email': 'vivinoriginalcompany1@mailinator.com', 'name': 'VivinOriginalCompany User1', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['VOCU1'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-02T06:19:48.191445Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-02T11:15:15.024167Z', 'last_updated_by': 'vivinoriginalcompany-user', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,jbhuntuser1@mailinator.com,JB Hunt,jb-hunt,['JBH'],"{'id': 26371, 'company_id': 'shipper-sera', 'actual_company_id': 'jb-hunt', 'actual_company_name': 'JB Hunt', 'fm_user_id': 'ce9dp8vn1jta1i2chk9g', 'email': 'jbhuntuser1@mailinator.com', 'name': 'jbhunt user1', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['JBH'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-12-09T06:58:43.318849Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-12-09T07:00:11.495024Z', 'last_updated_by': 'jbhunt-user-6681', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivinoriginalcompany2@mailinator.com,Vivin Original Company,vivin-original-company,['VOCU2'],"{'id': 25711, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'actual_company_name': 'Vivin Original Company', 'fm_user_id': 'cdh0oj7n1jt93kntmhg0', 'email': 'vivinoriginalcompany2@mailinator.com', 'name': 'VivinOriginalCompany User2', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['VOCU2'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-02T06:21:00.264547Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-02T11:45:52.642571Z', 'last_updated_by': 'vivin-venkateshwaran', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,qatcarrieruser2@mailinator.com,XPO Logistics,xlft,['SHAC'],"{'id': 28432, 'company_id': 'shipper-sera', 'actual_company_id': 'xlft', 'actual_company_name': 'XPO Logistics', 'fm_user_id': 'c6hjps68g29dgt6np370', 'email': 'qatcarrieruser2@mailinator.com', 'name': 'qatcarrieruser2', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['SHAC'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-02-10T08:31:06.755817Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-02-10T08:32:44.571275Z', 'last_updated_by': 'qatcarrieruser-2052', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite13@yopmail.com,selfsigntest134444,selfsigntest134444,['ABCD'],"{'id': 26509, 'company_id': 'shipper-sera', 'actual_company_id': 'selfsigntest134444', 'actual_company_name': 'selfsigntest134444', 'fm_user_id': 'cefthc7n1jtbhk7kb7s0', 'email': 'invite13@yopmail.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['ABCD'], 'carrier_type': 'CPU', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-12-19T03:21:20.561166Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-12-19T03:26:05.146183Z', 'last_updated_by': 'fname-lname-3665', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,ayman@mailinator.com,Ayman Carrier,ayman-carrier,['ABCDE'],"{'id': 2177, 'company_id': 'shipper-sera', 'actual_company_id': 'ayman-carrier', 'actual_company_name': 'Ayman Carrier', 'fm_user_id': 'c4jb1og09rifb92io4lg', 'email': 'ayman@mailinator.com', 'name': 'ayman hussain', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['ABCDE'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2021-08-25T21:06:42.138443Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-06-08T08:38:21.564984Z', 'last_updated_by': 'aiman-hussain-383', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,testam@c.com,RNMF TRANSPORTATION LLC,rnmf-transportation-llc,['abcd'],"{'id': 26569, 'company_id': 'shipper-sera', 'actual_company_id': 'rnmf-transportation-llc', 'actual_company_name': 'RNMF TRANSPORTATION LLC', 'fm_user_id': 'ceim8vnn1jte62bjt12g', 'email': 'testam@c.com', 'name': 'test carrier', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['abcd'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-12-23T08:19:10.655393Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-01-17T10:41:32.781Z', 'last_updated_by': 'vivin-venkateshwaran', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,invite12222@mailinator.com,Carrier sera,carrier-sera-2247,['ABCD'],"{'id': 31021, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera-2247', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'ch9qt52end1t8eu3s3mg', 'email': 'invite12222@mailinator.com', 'name': 'fname lname', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['ABCD'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-05-04T13:09:40.374811Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-05-04T13:11:24.655051Z', 'last_updated_by': 'fname-lname-1788', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,aprilregcarrier@mailinator.com,April reg carrier,april-reg-carrier,"['APRILTL', 'APRILAM', 'EUR']","{'id': 24237, 'company_id': 'shipper-sera', 'actual_company_id': 'april-reg-carrier', 'actual_company_name': 'April reg carrier', 'fm_user_id': 'c9lu12k6nifbthmk3ln0', 'email': 'aprilregcarrier@mailinator.com', 'name': 'April RegC', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['APRILTL', 'APRILAM', 'EUR'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-08-24T08:39:45.512471Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-07-03T10:42:16.925791Z', 'last_updated_by': 'april-regc', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,vivinduplicatecompany3@mailinator.com,,vivin-original-company,['VDCU3'],"{'id': 25738, 'company_id': 'shipper-sera', 'actual_company_id': 'vivin-original-company', 'fm_user_id': 'cdh5g7nn1jt93kntpkk0', 'email': 'vivinduplicatecompany3@mailinator.com', 'name': 'VivinDuplicateCompany User3', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['VDCU3'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-03T05:11:39.072419Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-08-31T09:25:03.732656Z', 'last_updated_by': 'vaijayanthi-a', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,testcollab1@mailinator.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'C1', 'C2', 'M1']","{'id': 34205, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cjevbq42c0mr3q60p0dg', 'email': 'testcollab1@mailinator.com', 'name': 'test collab1', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'C1', 'C2', 'M1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2023-08-17T11:44:21.300212Z', 'last_updated_by': 'test-collab-6351', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,emailtest@mailinator.com,Carrier sera,carrier-sera-2247,['TL'],"{'id': 35286, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera-2247', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'ck5tpck2c0moaohu8lq0', 'email': 'emailtest@mailinator.com', 'name': 'EmailTest', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['TL'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2023-09-21T06:14:11.102264Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-09-21T09:28:00.221534Z', 'last_updated_by': 'emailtest', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,all@mailinator.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360']","{'id': 36708, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cddm3bvn1jta25t2tdg0', 'email': 'all@mailinator.com', 'name': 'all user', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2023-10-30T13:20:39.164178Z', 'last_updated_by': 'dc-manager', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,test74747@yopmail.com,COLOSSAL CARRIERS,colossal-carriers,"['NEW', 'NEW1']","{'id': 37328, 'company_id': 'shipper-sera', 'actual_company_id': 'colossal-carriers', 'actual_company_name': 'COLOSSAL CARRIERS', 'fm_user_id': 'cl5kmjk2c0mtb38o7k1g', 'email': 'test74747@yopmail.com', 'name': 'test t74747', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['NEW', 'NEW1'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2023-11-08T08:48:14.183639Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-08T08:53:30.970772Z', 'last_updated_by': 'vaijayanthi-a', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,apmteucarrier1@mailinator.com,apmteu,apmteu,['EU1'],"{'id': 25802, 'company_id': 'shipper-sera', 'actual_company_id': 'apmteu', 'actual_company_name': 'apmteu', 'fm_user_id': 'cdjtpb7n1jt93knvb6qg', 'email': 'apmteucarrier1@mailinator.com', 'name': 'apmt euc1', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['EU1'], 'carrier_type': 'Other', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-06T16:11:24.881841Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-09-26T12:43:44.1436Z', 'last_updated_by': 'vaijayanthi-a', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
8300 Haskell Ave,Rk1fNjA1ODI4,carriersera@yopmail.com,Carrier sera,carrier-sera,"['TL', 'TL1', 'scac1234', 'CAR-130360', 'SCAC']","{'id': 36026, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'cka28p42c0mqhcs9qm8g', 'email': 'carriersera@yopmail.com', 'name': 'carrier sera YOP mail', 'roles': [{'id': '343', 'name': 'Guest'}], 'scac': ['TL', 'TL1', 'scac1234', 'CAR-130360', 'SCAC'], 'carrier_type': '', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '0001-01-01T00:00:00Z', 'created_by': '', 'last_updated_at': '2024-01-08T04:45:48.1107Z', 'last_updated_by': 'automationqat-superadmin', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
APMT - Valencia_1,Rk1fNjE3MzQ5,multicarrieruser1@mailinator.com,multiinvite,multiinvite,['ete4rt'],"{'id': 25803, 'company_id': 'shipper-sera', 'actual_company_id': 'multiinvite', 'actual_company_name': 'multiinvite', 'fm_user_id': 'cdjtvnvn1jt93knvbaq0', 'email': 'multicarrieruser1@mailinator.com', 'name': 'multi carrier', 'roles': [{'id': '359', 'name': 'Guest'}], 'scac': ['ete4rt'], 'carrier_type': 'CPU', 'is_guest_user': True, 'is_first_time_visit': True, 'active': True, 'created_at': '2022-11-06T16:25:03.396682Z', 'created_by': 'dc-manager', 'last_updated_at': '2023-11-20T10:25:41.815535Z', 'last_updated_by': 'shippersera', 'collaborator_type': 'Carrier', 'approved': True, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
APMT - Valencia_1,Rk1fNjE3MzQ5,testingeurope@mailinator.com,testing europe,testing-europe,['TST'],"{'id': 25974, 'company_id': 'shipper-sera', 'actual_company_id': 'testing-europe', 'actual_company_name': 'testing europe', 'fm_user_id': 'c9o0ovk6nife3rlpoiag', 'email': 'testingeurope@mailinator.com', 'name': 'testing europe', 'roles': [{'id': '359', 'name': 'Guest'}], 'scac': ['TST'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2022-11-16T13:06:03.191257Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-11-16T13:06:28.134711Z', 'last_updated_by': 'testing-europe', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
APMT - Valencia_1,Rk1fNjE3MzQ5,carriersera2@mailinator.com,Carrier sera,carrier-sera,['WPWP'],"{'id': 7733, 'company_id': 'shipper-sera', 'actual_company_id': 'carrier-sera', 'actual_company_name': 'Carrier sera', 'fm_user_id': 'c25a6jdlc538mj479cdg', 'email': 'carriersera2@mailinator.com', 'name': 'carrier sera2', 'roles': [{'id': '359', 'name': 'Guest'}], 'scac': ['WPWP'], 'carrier_type': 'Managed', 'is_guest_user': True, 'is_first_time_visit': False, 'active': True, 'created_at': '2021-11-01T09:17:15.107961Z', 'created_by': 'dc-manager', 'last_updated_at': '2022-05-16T11:17:51.971821Z', 'last_updated_by': 'carrier-sera', 'collaborator_type': 'Carrier', 'approved': False, 'customer_id': '', 'customer_id_permalink': '', 'customer_name': ''}"
